"Text","meanRating","nRatings","Class","ControlGroup","Learner","TextType","Language","Time"
"FrenchTexts/P/Y_PNF_17_arg_F_C_3.txt",5.85714285714286,7,"Y",FALSE,"17","arg","F","3"
"FrenchTexts/P/Y_PNF_1_arg_F_C_1.txt",4.57142857142857,7,"Y",FALSE,"1","arg","F","1"
"FrenchTexts/P/Y_PNF_24_arg_F_C_2.txt",5.71428571428571,7,"Y",FALSE,"24","arg","F","2"
"FrenchTexts/P/Y_PNF_33_narr_F_C_1.txt",2.71428571428571,7,"Y",FALSE,"33","narr","F","1"
"FrenchTexts/P/Y_PNF_4_arg_F_C_2.txt",5.28571428571429,7,"Y",FALSE,"4","arg","F","2"
"FrenchTexts/Q/AA_PLF_4_arg_F_C_1.txt",5,9,"AA",FALSE,"4","arg","F","1"
"FrenchTexts/Q/AD_PLF_11_arg_F_C_1.txt",4.55555555555556,9,"AD",FALSE,"11","arg","F","1"
"FrenchTexts/Q/AD_PLF_13_arg_F_C_3.txt",4.44444444444444,9,"AD",FALSE,"13","arg","F","3"
"FrenchTexts/Q/AD_PLF_15_narr_F_C_3.txt",6.44444444444444,9,"AD",FALSE,"15","narr","F","3"
"FrenchTexts/Q/AD_PLF_16_arg_F_C_3.txt",5.66666666666667,9,"AD",FALSE,"16","arg","F","3"
"FrenchTexts/Q/AD_PLF_17_narr_F_C_3.txt",4.77777777777778,9,"AD",FALSE,"17","narr","F","3"
"FrenchTexts/Q/AD_PLF_18_narr_F_C_1.txt",4,9,"AD",FALSE,"18","narr","F","1"
"FrenchTexts/Q/AD_PLF_18_narr_F_C_2.txt",5.44444444444444,9,"AD",FALSE,"18","narr","F","2"
"FrenchTexts/Q/AD_PLF_26_narr_F_C_3.txt",5.22222222222222,9,"AD",FALSE,"26","narr","F","3"
"FrenchTexts/Q/AD_PLF_28_arg_F_C_3.txt",5.22222222222222,9,"AD",FALSE,"28","arg","F","3"
"FrenchTexts/Q/AD_PLF_6_narr_F_C_3.txt",6.77777777777778,9,"AD",FALSE,"6","narr","F","3"
"FrenchTexts/Q/AE_PLF_5_arg_F_C_1.txt",5.77777777777778,9,"AE",FALSE,"5","arg","F","1"
"FrenchTexts/Q/A_PLF_15_arg_F_C_1.txt",4.33333333333333,9,"A",FALSE,"15","arg","F","1"
"FrenchTexts/Q/A_PLF_5_arg_F_C_2.txt",3.55555555555556,9,"A",FALSE,"5","arg","F","2"
"FrenchTexts/Q/A_PLF_8_narr_F_C_2.txt",3.77777777777778,9,"A",FALSE,"8","narr","F","2"
"FrenchTexts/Q/C_PLF_10_arg_F_C_2.txt",6,9,"C",FALSE,"10","arg","F","2"
"FrenchTexts/Q/C_PLF_19_arg_F_C_1.txt",5.22222222222222,9,"C",FALSE,"19","arg","F","1"
"FrenchTexts/Q/D_PLF_3_arg_F_C_1.txt",5.44444444444444,9,"D",FALSE,"3","arg","F","1"
"FrenchTexts/Q/D_PLF_8_arg_F_C_3.txt",7,9,"D",FALSE,"8","arg","F","3"
"FrenchTexts/Q/P_CF_10_arg_F_C_2.txt",6,9,"P",TRUE,"10","arg","F","2"
"FrenchTexts/Q/P_CF_14_narr_F_C_2.txt",4.66666666666667,9,"P",TRUE,"14","narr","F","2"
"FrenchTexts/Q/P_CF_2_arg_F_C_1.txt",5.77777777777778,9,"P",TRUE,"2","arg","F","1"
"FrenchTexts/Q/P_CF_3_arg_F_C_1.txt",4.88888888888889,9,"P",TRUE,"3","arg","F","1"
"FrenchTexts/Q/Q_CF_14_arg_F_C_2.txt",6.55555555555556,9,"Q",TRUE,"14","arg","F","2"
"FrenchTexts/Q/Q_CF_15_narr_F_C_1.txt",4.66666666666667,9,"Q",TRUE,"15","narr","F","1"
"FrenchTexts/Q/Q_CF_17_arg_F_C_3.txt",5.44444444444444,9,"Q",TRUE,"17","arg","F","3"
"FrenchTexts/Q/Q_CF_3_narr_F_C_3.txt",8.66666666666667,9,"Q",TRUE,"3","narr","F","3"
"FrenchTexts/Q/Q_CF_7_arg_F_C_2.txt",6.22222222222222,9,"Q",TRUE,"7","arg","F","2"
"FrenchTexts/Q/Q_CF_8_arg_F_C_3.txt",6.44444444444444,9,"Q",TRUE,"8","arg","F","3"
"FrenchTexts/Q/R_CF_11_narr_F_C_3.txt",6.22222222222222,9,"R",TRUE,"11","narr","F","3"
"FrenchTexts/Q/R_CF_14_arg_F_C_3.txt",5.33333333333333,9,"R",TRUE,"14","arg","F","3"
"FrenchTexts/Q/R_CF_1_narr_F_C_1.txt",4.77777777777778,9,"R",TRUE,"1","narr","F","1"
"FrenchTexts/Q/T_CF_13_narr_F_C_2.txt",6,9,"T",TRUE,"13","narr","F","2"
"FrenchTexts/Q/T_CF_18_narr_F_C_3.txt",6.77777777777778,9,"T",TRUE,"18","narr","F","3"
"FrenchTexts/Q/T_CF_20_narr_F_C_3.txt",6.11111111111111,9,"T",TRUE,"20","narr","F","3"
"FrenchTexts/Q/T_CF_4_arg_F_C_1.txt",5.44444444444444,9,"T",TRUE,"4","arg","F","1"
"FrenchTexts/Q/T_CF_8_narr_F_C_2.txt",4.66666666666667,9,"T",TRUE,"8","narr","F","2"
"FrenchTexts/Q/W_CF_14_arg_F_C_2.txt",5.33333333333333,9,"W",TRUE,"14","arg","F","2"
"FrenchTexts/Q/W_CF_16_arg_F_C_1.txt",5.55555555555556,9,"W",TRUE,"16","arg","F","1"
"FrenchTexts/Q/Y_PNF_17_narr_F_C_1.txt",4,9,"Y",FALSE,"17","narr","F","1"
"FrenchTexts/Q/Y_PNF_23_narr_F_C_1.txt",4.22222222222222,9,"Y",FALSE,"23","narr","F","1"
"FrenchTexts/Q/Y_PNF_24_narr_F_C_2.txt",5.66666666666667,9,"Y",FALSE,"24","narr","F","2"
"FrenchTexts/Q/Y_PNF_27_narr_F_C_2.txt",6.55555555555556,9,"Y",FALSE,"27","narr","F","2"
"FrenchTexts/Q/Y_PNF_32_arg_F_C_2.txt",5,9,"Y",FALSE,"32","arg","F","2"
"FrenchTexts/Q/Y_PNF_33_arg_F_C_2.txt",5.55555555555556,9,"Y",FALSE,"33","arg","F","2"
"FrenchTexts/Q/Y_PNF_3_narr_F_C_3.txt",6.22222222222222,9,"Y",FALSE,"3","narr","F","3"
"FrenchTexts/Q/Y_PNF_8_narr_F_C_1.txt",4.55555555555556,9,"Y",FALSE,"8","narr","F","1"
"FrenchTexts/Q/Y_PNF_9_arg_F_C_2.txt",4.22222222222222,9,"Y",FALSE,"9","arg","F","2"
"FrenchTexts/Q/Z_PLF_7_arg_F_C_2.txt",5.22222222222222,9,"Z",FALSE,"7","arg","F","2"
"FrenchTexts/Q/Z_PLF_8_arg_F_C_3.txt",8.33333333333333,9,"Z",FALSE,"8","arg","F","3"
"FrenchTexts/R/AA_PLF_10_narr_F_C_2.txt",4.16666666666667,6,"AA",FALSE,"10","narr","F","2"
"FrenchTexts/R/AA_PLF_13_arg_F_C_2.txt",5.16666666666667,6,"AA",FALSE,"13","arg","F","2"
"FrenchTexts/R/AA_PLF_4_narr_F_C_1.txt",4.66666666666667,6,"AA",FALSE,"4","narr","F","1"
"FrenchTexts/R/AD_PLF_10_narr_F_C_1.txt",5.16666666666667,6,"AD",FALSE,"10","narr","F","1"
"FrenchTexts/R/AD_PLF_11_arg_F_C_2.txt",2.83333333333333,6,"AD",FALSE,"11","arg","F","2"
"FrenchTexts/R/AD_PLF_16_narr_F_C_2.txt",4.33333333333333,6,"AD",FALSE,"16","narr","F","2"
"FrenchTexts/R/AD_PLF_18_arg_F_C_3.txt",5.66666666666667,6,"AD",FALSE,"18","arg","F","3"
"FrenchTexts/R/AD_PLF_19_narr_F_C_3.txt",4.33333333333333,6,"AD",FALSE,"19","narr","F","3"
"FrenchTexts/R/AD_PLF_21_narr_F_C_1.txt",4.5,6,"AD",FALSE,"21","narr","F","1"
"FrenchTexts/R/AD_PLF_24_arg_F_C_1.txt",4.66666666666667,6,"AD",FALSE,"24","arg","F","1"
"FrenchTexts/R/AD_PLF_25_arg_F_C_1.txt",5.16666666666667,6,"AD",FALSE,"25","arg","F","1"
"FrenchTexts/R/AD_PLF_28_narr_F_C_3.txt",7,6,"AD",FALSE,"28","narr","F","3"
"FrenchTexts/R/AD_PLF_2_arg_F_C_2.txt",4.33333333333333,6,"AD",FALSE,"2","arg","F","2"
"FrenchTexts/R/AD_PLF_2_arg_F_C_3.txt",4.33333333333333,6,"AD",FALSE,"2","arg","F","3"
"FrenchTexts/R/AD_PLF_9_arg_F_C_2.txt",5.33333333333333,6,"AD",FALSE,"9","arg","F","2"
"FrenchTexts/R/AE_PLF_2_arg_F_C_3.txt",4.83333333333333,6,"AE",FALSE,"2","arg","F","3"
"FrenchTexts/R/AE_PLF_6_narr_F_C_2.txt",4.83333333333333,6,"AE",FALSE,"6","narr","F","2"
"FrenchTexts/R/A_PLF_15_arg_F_C_3.txt",5,6,"A",FALSE,"15","arg","F","3"
"FrenchTexts/R/A_PLF_19_narr_F_C_2.txt",3.8,5,"A",FALSE,"19","narr","F","2"
"FrenchTexts/R/A_PLF_20_arg_F_C_2.txt",4.6,5,"A",FALSE,"20","arg","F","2"
"FrenchTexts/R/C_PLF_1_narr_F_C_1.txt",4.83333333333333,6,"C",FALSE,"1","narr","F","1"
"FrenchTexts/R/C_PLF_1_narr_F_C_3.txt",7.5,6,"C",FALSE,"1","narr","F","3"
"FrenchTexts/R/D_PLF_3_narr_F_C_3.txt",6.33333333333333,6,"D",FALSE,"3","narr","F","3"
"FrenchTexts/R/D_PLF_5_arg_F_C_1.txt",4.5,6,"D",FALSE,"5","arg","F","1"
"FrenchTexts/R/P_CF_10_arg_F_C_1.txt",5,6,"P",TRUE,"10","arg","F","1"
"FrenchTexts/R/P_CF_11_narr_F_C_2.txt",5.33333333333333,6,"P",TRUE,"11","narr","F","2"
"FrenchTexts/R/P_CF_13_arg_F_C_3.txt",5.66666666666667,6,"P",TRUE,"13","arg","F","3"
"FrenchTexts/R/P_CF_13_narr_F_C_1.txt",5,6,"P",TRUE,"13","narr","F","1"
"FrenchTexts/R/P_CF_16_narr_F_C_2.txt",4,6,"P",TRUE,"16","narr","F","2"
"FrenchTexts/R/P_CF_5_arg_F_C_2.txt",4.33333333333333,6,"P",TRUE,"5","arg","F","2"
"FrenchTexts/R/P_CF_9_arg_F_C_1.txt",7.16666666666667,6,"P",TRUE,"9","arg","F","1"
"FrenchTexts/R/P_CF_9_arg_F_C_3.txt",7.66666666666667,6,"P",TRUE,"9","arg","F","3"
"FrenchTexts/R/Q_CF_7_narr_F_C_1.txt",4.5,6,"Q",TRUE,"7","narr","F","1"
"FrenchTexts/R/Q_CF_9_arg_F_C_2.txt",5.33333333333333,6,"Q",TRUE,"9","arg","F","2"
"FrenchTexts/R/R_CF_17_arg_F_C_1.txt",4.66666666666667,6,"R",TRUE,"17","arg","F","1"
"FrenchTexts/R/R_CF_5_narr_F_C_2.txt",3.83333333333333,6,"R",TRUE,"5","narr","F","2"
"FrenchTexts/R/R_CF_7_narr_F_C_1.txt",4.83333333333333,6,"R",TRUE,"7","narr","F","1"
"FrenchTexts/R/R_CF_7_narr_F_C_3.txt",5.33333333333333,6,"R",TRUE,"7","narr","F","3"
"FrenchTexts/R/R_CF_9_arg_F_C_3.txt",4.16666666666667,6,"R",TRUE,"9","arg","F","3"
"FrenchTexts/R/T_CF_17_arg_F_C_2.txt",6,6,"T",TRUE,"17","arg","F","2"
"FrenchTexts/R/T_CF_19_narr_F_C_3.txt",8.33333333333333,6,"T",TRUE,"19","narr","F","3"
"FrenchTexts/R/W_CF_17_narr_F_C_3.txt",7.5,6,"W",TRUE,"17","narr","F","3"
"FrenchTexts/R/W_CF_5_arg_F_C_2.txt",4.5,6,"W",TRUE,"5","arg","F","2"
"FrenchTexts/R/W_CF_6_arg_F_C_1.txt",4.83333333333333,6,"W",TRUE,"6","arg","F","1"
"FrenchTexts/R/W_CF_7_arg_F_C_3.txt",7.16666666666667,6,"W",TRUE,"7","arg","F","3"
"FrenchTexts/R/Y_PNF_11_arg_F_C_1.txt",4.16666666666667,6,"Y",FALSE,"11","arg","F","1"
"FrenchTexts/R/Y_PNF_16_narr_F_C_2.txt",3.83333333333333,6,"Y",FALSE,"16","narr","F","2"
"FrenchTexts/R/Y_PNF_34_arg_F_C_1.txt",4.83333333333333,6,"Y",FALSE,"34","arg","F","1"
"FrenchTexts/R/Y_PNF_6_arg_F_C_3.txt",6.33333333333333,6,"Y",FALSE,"6","arg","F","3"
"FrenchTexts/R/Z_PLF_7_arg_F_C_3.txt",5.5,6,"Z",FALSE,"7","arg","F","3"
"FrenchTexts/S/AA_PLF_6_arg_F_C_1.txt",5.125,8,"AA",FALSE,"6","arg","F","1"
"FrenchTexts/S/AD_PLF_19_narr_F_C_2.txt",4.28571428571429,7,"AD",FALSE,"19","narr","F","2"
"FrenchTexts/S/AD_PLF_22_arg_F_C_3.txt",5.625,8,"AD",FALSE,"22","arg","F","3"
"FrenchTexts/S/AE_PLF_2_arg_F_C_2.txt",5.5,8,"AE",FALSE,"2","arg","F","2"
"FrenchTexts/S/AE_PLF_6_arg_F_C_3.txt",4.875,8,"AE",FALSE,"6","arg","F","3"
"FrenchTexts/S/A_PLF_13_narr_F_C_1.txt",4.75,8,"A",FALSE,"13","narr","F","1"
"FrenchTexts/S/A_PLF_16_arg_F_C_1.txt",4.625,8,"A",FALSE,"16","arg","F","1"
"FrenchTexts/S/A_PLF_2_narr_F_C_1.txt",3,8,"A",FALSE,"2","narr","F","1"
"FrenchTexts/S/A_PLF_7_arg_F_C_2.txt",4.875,8,"A",FALSE,"7","arg","F","2"
"FrenchTexts/S/C_PLF_19_arg_F_C_3.txt",6.5,8,"C",FALSE,"19","arg","F","3"
"FrenchTexts/S/C_PLF_1_narr_F_C_2.txt",5.875,8,"C",FALSE,"1","narr","F","2"
"FrenchTexts/S/C_PLF_32_narr_F_C_1.txt",5.25,8,"C",FALSE,"32","narr","F","1"
"FrenchTexts/S/D_PLF_1_narr_F_C_2.txt",5.375,8,"D",FALSE,"1","narr","F","2"
"FrenchTexts/S/D_PLF_1_narr_F_C_3.txt",7.5,8,"D",FALSE,"1","narr","F","3"
"FrenchTexts/S/D_PLF_4_narr_F_C_3.txt",5.375,8,"D",FALSE,"4","narr","F","3"
"FrenchTexts/S/D_PLF_5_arg_F_C_2.txt",3.875,8,"D",FALSE,"5","arg","F","2"
"FrenchTexts/S/D_PLF_6_arg_F_C_3.txt",5.125,8,"D",FALSE,"6","arg","F","3"
"FrenchTexts/S/D_PLF_6_narr_F_C_2.txt",4.5,8,"D",FALSE,"6","narr","F","2"
"FrenchTexts/S/P_CF_10_narr_F_C_1.txt",5.375,8,"P",TRUE,"10","narr","F","1"
"FrenchTexts/S/P_CF_12_narr_F_C_1.txt",5.125,8,"P",TRUE,"12","narr","F","1"
"FrenchTexts/S/P_CF_15_arg_F_C_2.txt",5.25,8,"P",TRUE,"15","arg","F","2"
"FrenchTexts/S/P_CF_1_narr_F_C_3.txt",6.25,8,"P",TRUE,"1","narr","F","3"
"FrenchTexts/S/P_CF_8_arg_F_C_2.txt",5.375,8,"P",TRUE,"8","arg","F","2"
"FrenchTexts/S/Q_CF_11_arg_F_C_2.txt",4.25,8,"Q",TRUE,"11","arg","F","2"
"FrenchTexts/S/Q_CF_14_arg_F_C_3.txt",7.125,8,"Q",TRUE,"14","arg","F","3"
"FrenchTexts/S/R_CF_11_arg_F_C_2.txt",5,8,"R",TRUE,"11","arg","F","2"
"FrenchTexts/S/R_CF_21_arg_F_C_3.txt",5.375,8,"R",TRUE,"21","arg","F","3"
"FrenchTexts/S/R_CF_3_narr_F_C_2.txt",5.5,8,"R",TRUE,"3","narr","F","2"
"FrenchTexts/S/T_CF_10_arg_F_C_1.txt",7.125,8,"T",TRUE,"10","arg","F","1"
"FrenchTexts/S/T_CF_10_narr_F_C_3.txt",7.375,8,"T",TRUE,"10","narr","F","3"
"FrenchTexts/S/T_CF_15_narr_F_C_3.txt",6.75,8,"T",TRUE,"15","narr","F","3"
"FrenchTexts/S/T_CF_18_arg_F_C_1.txt",6.125,8,"T",TRUE,"18","arg","F","1"
"FrenchTexts/S/T_CF_18_arg_F_C_3.txt",6.625,8,"T",TRUE,"18","arg","F","3"
"FrenchTexts/S/T_CF_3_narr_F_C_2.txt",5.125,8,"T",TRUE,"3","narr","F","2"
"FrenchTexts/S/T_CF_4_narr_F_C_2.txt",6.5,8,"T",TRUE,"4","narr","F","2"
"FrenchTexts/S/T_CF_9_arg_F_C_1.txt",5.5,8,"T",TRUE,"9","arg","F","1"
"FrenchTexts/S/W_CF_12_arg_F_C_1.txt",4.5,8,"W",TRUE,"12","arg","F","1"
"FrenchTexts/S/W_CF_15_arg_F_C_3.txt",7.125,8,"W",TRUE,"15","arg","F","3"
"FrenchTexts/S/Y_PNF_15_arg_F_C_3.txt",6.625,8,"Y",FALSE,"15","arg","F","3"
"FrenchTexts/S/Y_PNF_15_narr_F_C_1.txt",5.5,8,"Y",FALSE,"15","narr","F","1"
"FrenchTexts/S/Y_PNF_22_narr_F_C_2.txt",4.125,8,"Y",FALSE,"22","narr","F","2"
"FrenchTexts/S/Y_PNF_27_arg_F_C_1.txt",5.5,8,"Y",FALSE,"27","arg","F","1"
"FrenchTexts/S/Y_PNF_29_arg_F_C_2.txt",4.625,8,"Y",FALSE,"29","arg","F","2"
"FrenchTexts/S/Y_PNF_31_arg_F_C_1.txt",3.75,8,"Y",FALSE,"31","arg","F","1"
"FrenchTexts/S/Y_PNF_34_arg_F_C_2.txt",5.75,8,"Y",FALSE,"34","arg","F","2"
"FrenchTexts/S/Y_PNF_36_arg_F_C_1.txt",3.625,8,"Y",FALSE,"36","arg","F","1"
"FrenchTexts/S/Y_PNF_6_arg_F_C_1.txt",3,8,"Y",FALSE,"6","arg","F","1"
"FrenchTexts/S/Y_PNF_8_narr_F_C_3.txt",4.625,8,"Y",FALSE,"8","narr","F","3"
"FrenchTexts/S/Z_PLF_2_narr_F_C_2.txt",5.375,8,"Z",FALSE,"2","narr","F","2"
"FrenchTexts/S/Z_PLF_6_narr_F_C_3.txt",4.875,8,"Z",FALSE,"6","narr","F","3"
"FrenchTexts/T/AA_PLF_13_narr_F_C_3.txt",6.4,5,"AA",FALSE,"13","narr","F","3"
"FrenchTexts/T/AA_PLF_1_narr_F_C_1.txt",2.6,5,"AA",FALSE,"1","narr","F","1"
"FrenchTexts/T/AA_PLF_6_arg_F_C_2.txt",5,4,"AA",FALSE,"6","arg","F","2"
"FrenchTexts/T/AA_PLF_6_narr_F_C_1.txt",4.8,5,"AA",FALSE,"6","narr","F","1"
"FrenchTexts/T/AA_PLF_7_arg_F_C_2.txt",5,5,"AA",FALSE,"7","arg","F","2"
"FrenchTexts/T/AD_PLF_13_arg_F_C_2.txt",4.8,5,"AD",FALSE,"13","arg","F","2"
"FrenchTexts/T/AD_PLF_16_arg_F_C_1.txt",4.4,5,"AD",FALSE,"16","arg","F","1"
"FrenchTexts/T/AD_PLF_23_arg_F_C_1.txt",5.6,5,"AD",FALSE,"23","arg","F","1"
"FrenchTexts/T/AD_PLF_4_narr_F_C_3.txt",5.4,5,"AD",FALSE,"4","narr","F","3"
"FrenchTexts/T/AD_PLF_7_arg_F_C_1.txt",5.8,5,"AD",FALSE,"7","arg","F","1"
"FrenchTexts/T/AE_PLF_2_narr_F_C_3.txt",6.4,5,"AE",FALSE,"2","narr","F","3"
"FrenchTexts/T/A_PLF_14_arg_F_C_3.txt",5.4,5,"A",FALSE,"14","arg","F","3"
"FrenchTexts/T/A_PLF_16_narr_F_C_3.txt",5.2,5,"A",FALSE,"16","narr","F","3"
"FrenchTexts/T/A_PLF_1_arg_F_C_1.txt",4.4,5,"A",FALSE,"1","arg","F","1"
"FrenchTexts/T/A_PLF_20_arg_F_C_1.txt",6,5,"A",FALSE,"20","arg","F","1"
"FrenchTexts/T/A_PLF_20_narr_F_C_2.txt",5.6,5,"A",FALSE,"20","narr","F","2"
"FrenchTexts/T/A_PLF_2_arg_F_C_3.txt",4.4,5,"A",FALSE,"2","arg","F","3"
"FrenchTexts/T/A_PLF_4_narr_F_C_2.txt",3,5,"A",FALSE,"4","narr","F","2"
"FrenchTexts/T/A_PLF_5_arg_F_C_3.txt",5.2,5,"A",FALSE,"5","arg","F","3"
"FrenchTexts/T/C_PLF_16_narr_F_C_1.txt",4.6,5,"C",FALSE,"16","narr","F","1"
"FrenchTexts/T/P_CF_13_arg_F_C_1.txt",5.2,5,"P",TRUE,"13","arg","F","1"
"FrenchTexts/T/P_CF_7_arg_F_C_1.txt",6.2,5,"P",TRUE,"7","arg","F","1"
"FrenchTexts/T/Q_CF_14_narr_F_C_2.txt",6.4,5,"Q",TRUE,"14","narr","F","2"
"FrenchTexts/T/Q_CF_6_narr_F_C_1.txt",4.2,5,"Q",TRUE,"6","narr","F","1"
"FrenchTexts/T/R_CF_11_arg_F_C_3.txt",7.2,5,"R",TRUE,"11","arg","F","3"
"FrenchTexts/T/R_CF_16_arg_F_C_2.txt",4.6,5,"R",TRUE,"16","arg","F","2"
"FrenchTexts/T/R_CF_2_arg_F_C_1.txt",4.6,5,"R",TRUE,"2","arg","F","1"
"FrenchTexts/T/R_CF_4_arg_F_C_3.txt",7.6,5,"R",TRUE,"4","arg","F","3"
"FrenchTexts/T/R_CF_4_narr_F_C_1.txt",4.4,5,"R",TRUE,"4","narr","F","1"
"FrenchTexts/T/R_CF_6_arg_F_C_3.txt",5.6,5,"R",TRUE,"6","arg","F","3"
"FrenchTexts/T/R_CF_8_arg_F_C_3.txt",7.4,5,"R",TRUE,"8","arg","F","3"
"FrenchTexts/T/R_CF_8_narr_F_C_3.txt",7.2,5,"R",TRUE,"8","narr","F","3"
"FrenchTexts/T/T_CF_15_arg_F_C_1.txt",5.2,5,"T",TRUE,"15","arg","F","1"
"FrenchTexts/T/T_CF_18_arg_F_C_2.txt",5.2,5,"T",TRUE,"18","arg","F","2"
"FrenchTexts/T/T_CF_2_arg_F_C_1.txt",5.6,5,"T",TRUE,"2","arg","F","1"
"FrenchTexts/T/W_CF_10_arg_F_C_2.txt",6.2,5,"W",TRUE,"10","arg","F","2"
"FrenchTexts/T/W_CF_10_narr_F_C_3.txt",5.8,5,"W",TRUE,"10","narr","F","3"
"FrenchTexts/T/W_CF_15_narr_F_C_2.txt",5.2,5,"W",TRUE,"15","narr","F","2"
"FrenchTexts/T/W_CF_16_narr_F_C_3.txt",5.8,5,"W",TRUE,"16","narr","F","3"
"FrenchTexts/T/W_CF_3_narr_F_C_2.txt",6.6,5,"W",TRUE,"3","narr","F","2"
"FrenchTexts/T/W_CF_7_arg_F_C_2.txt",5.8,5,"W",TRUE,"7","arg","F","2"
"FrenchTexts/T/Y_PNF_10_arg_F_C_3.txt",7.6,5,"Y",FALSE,"10","arg","F","3"
"FrenchTexts/T/Y_PNF_11_narr_F_C_2.txt",4.4,5,"Y",FALSE,"11","narr","F","2"
"FrenchTexts/T/Y_PNF_22_arg_F_C_3.txt",2.8,5,"Y",FALSE,"22","arg","F","3"
"FrenchTexts/T/Y_PNF_2_arg_F_C_2.txt",5.4,5,"Y",FALSE,"2","arg","F","2"
"FrenchTexts/T/Y_PNF_36_narr_F_C_2.txt",5.8,5,"Y",FALSE,"36","narr","F","2"
"FrenchTexts/T/Y_PNF_6_narr_F_C_1.txt",5.4,5,"Y",FALSE,"6","narr","F","1"
"FrenchTexts/T/Y_PNF_6_narr_F_C_3.txt",5.8,5,"Y",FALSE,"6","narr","F","3"
"FrenchTexts/T/Y_PNF_8_arg_F_C_2.txt",4.4,5,"Y",FALSE,"8","arg","F","2"
"FrenchTexts/T/Z_PLF_8_arg_F_C_2.txt",7,5,"Z",FALSE,"8","arg","F","2"
